Date,Day_of_Week,Is_Holiday,Holiday_Name,Is_Festival,Festival_Name,Is_Working_Day,Season,Is_Festival_Season,Is_Harvest_Season,Month,Year,Quarter,Repo_Rate,CRR,WPI_Inflation,CPI_Inflation,Money_Supply_Growth,GDP_Growth_Rate,Industrial_Production_Index,Employment_Rate,AP_GSDP,Rice_Production,Cotton_Production,Rice_Price,Credit_Growth
2022-06-04,Saturday,False,,False,,False,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-05,Sunday,False,,False,,False,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-06,Monday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-07,Tuesday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-08,Wednesday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-09,Thursday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-10,Friday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-11,Saturday,False,,False,,False,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-12,Sunday,False,,False,,False,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-13,Monday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-14,Tuesday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-15,Wednesday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-16,Thursday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-17,Friday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-18,Saturday,False,,False,,False,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-19,Sunday,False,,False,,False,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-20,Monday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-21,Tuesday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-22,Wednesday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-23,Thursday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-24,Friday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-25,Saturday,False,,False,,False,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-26,Sunday,False,,False,,False,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-27,Monday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-28,Tuesday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-29,Wednesday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-06-30,Thursday,False,,False,,True,Monsoon,False,False,6,2022,Q2,6.5,4.0,15.88,7.01,9.1,8.4,112.5,45.5,13.89,7.8,1.2,2150,11.2
2022-07-01,Friday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-02,Saturday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-03,Sunday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-04,Monday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-05,Tuesday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-06,Wednesday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-07,Thursday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-08,Friday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-09,Saturday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-10,Sunday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-11,Monday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-12,Tuesday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-13,Wednesday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-14,Thursday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-15,Friday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-16,Saturday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-17,Sunday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-18,Monday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-19,Tuesday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-20,Wednesday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-21,Thursday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-22,Friday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-23,Saturday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-24,Sunday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-25,Monday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-26,Tuesday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-27,Wednesday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-28,Thursday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-29,Friday,False,,False,,True,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-30,Saturday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-07-31,Sunday,False,,False,,False,Monsoon,False,False,7,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-01,Monday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-02,Tuesday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-03,Wednesday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-04,Thursday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-05,Friday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-06,Saturday,False,,False,,False,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-07,Sunday,False,,False,,False,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-08,Monday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-09,Tuesday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-10,Wednesday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-11,Thursday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-12,Friday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-13,Saturday,False,,False,,False,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-14,Sunday,False,,False,,False,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-15,Monday,True,Independence Day,False,,False,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-16,Tuesday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-17,Wednesday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-18,Thursday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-19,Friday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-20,Saturday,False,,False,,False,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-21,Sunday,False,,False,,False,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-22,Monday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-23,Tuesday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-24,Wednesday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-25,Thursday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-26,Friday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-27,Saturday,False,,False,,False,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-28,Sunday,False,,False,,False,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-29,Monday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-30,Tuesday,False,,False,,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-08-31,Wednesday,False,,True,Vinayaka Chavithi,True,Monsoon,False,False,8,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-01,Thursday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-02,Friday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-03,Saturday,False,,False,,False,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-04,Sunday,False,,False,,False,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-05,Monday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-06,Tuesday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-07,Wednesday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-08,Thursday,False,,True,Varalakshmi Vratam,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-09,Friday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-10,Saturday,False,,False,,False,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-11,Sunday,False,,False,,False,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-12,Monday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-13,Tuesday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-14,Wednesday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-15,Thursday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-16,Friday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-17,Saturday,False,,False,,False,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-18,Sunday,False,,False,,False,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-19,Monday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-20,Tuesday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-21,Wednesday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-22,Thursday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-23,Friday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-24,Saturday,False,,False,,False,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-25,Sunday,False,,False,,False,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-26,Monday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-27,Tuesday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-28,Wednesday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-29,Thursday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-09-30,Friday,False,,False,,True,Monsoon,True,False,9,2022,Q3,6.5,4.5,12.96,6.77,8.9,4.5,115.2,45.5,13.89,7.8,1.2,2150,11.2
2022-10-01,Saturday,False,,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-02,Sunday,True,Gandhi Jayanti,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-03,Monday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-04,Tuesday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-05,Wednesday,True,Dussehra,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-06,Thursday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-07,Friday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-08,Saturday,False,,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-09,Sunday,False,,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-10,Monday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-11,Tuesday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-12,Wednesday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-13,Thursday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-14,Friday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-15,Saturday,False,,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-16,Sunday,False,,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-17,Monday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-18,Tuesday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-19,Wednesday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-20,Thursday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-21,Friday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-22,Saturday,False,,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-23,Sunday,False,,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-24,Monday,True,Diwali,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-25,Tuesday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-26,Wednesday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-27,Thursday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-28,Friday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-29,Saturday,False,,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-30,Sunday,False,,False,,False,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-10-31,Monday,False,,False,,True,Summer,True,False,10,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-11-01,Tuesday,True,AP Formation Day,False,,False,Summer,True,True,11,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-11-02,Wednesday,False,,False,,True,Summer,True,True,11,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
2022-11-03,Thursday,False,,False,,True,Summer,True,True,11,2022,Q4,6.5,4.5,10.55,6.66,8.6,4.1,118.1,45.5,13.89,7.8,1.2,2150,11.2
